"id","PID","ucivit_id","date/time","age","gender","education","alarm","fire","fractions","percent","tip","shirt","newspaper","prob1","prob2","howoften","input1","input2","input3","input4","input5","input6","sub_n1","sub_n2","numeracy","baserate","baserate_avg","true_positive","true_positive_avg","false_alarm","false_alarm_avg","correct_answer","given_answer","numerical_format","condition","correctness","bias_error","answer1","answer2","amazon_codex"
"18","16","","2018-08-01 14:12:50.266199","47","f","3","3","3","4","4","4","4","6","4","2","2","25","20","80","NA","NA","NA","4.0","3.5","3.75","0.25","0.1","0.2","0.5","0.8","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","3Q9HUY"
"19","17","","2018-08-01 14:13:31.414259","36","m","4","3","1","5","5","6","6","2","6","3","1","27","35","10","NA","NA","NA","5.5","3.0","4.25","0.27","0.1","0.35","0.5","0.1","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","GMMHR2"
"20","16","533a66e71a9b5c81","2018-08-01 14:13:51.100814","25","m","2","3","1","1","1","1","1","5","2","4","4","50","50","50","NA","NA","NA","1.0","3.75","2.38","0.5","0.1","0.5","0.5","0.5","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","81CI6H"
"21","21","","2018-08-01 14:23:16.790321","66","f","2","2","2","5","5","5","5","6","6","1","1","25","95","10","NA","NA","NA","5.0","3.5","4.25","0.25","0.1","0.95","0.5","0.1","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","H00XKM"
"22","22","","2018-08-01 14:26:54.209080","28","m","3","3","3","2","2","3","5","4","4","4","3","20","35","40","NA","NA","NA","3.0","3.75","3.38","0.2","0.1","0.35","0.5","0.4","0.27","0.171","0.2","probability","2","0","0.0680338852718273","20","NA","XMD1MY"
"23","22","null","2018-08-01 14:27:19.601308","33","m","2","3","2","4","4","4","4","4","3","4","2","30","23","33","NA","NA","NA","4.0","3.25","3.63","0.3","0.1","0.23","0.5","0.33","0.27","0.171","0.2","probability","2","0","0.0680338852718273","20","NA","B4P4SP"
"24","22","d1ea8e25652bce1c","2018-08-01 14:27:27.712470","19","m","4","5","4","6","6","5","6","6","5","5","1","10","40","50","NA","NA","NA","5.75","4.25","5.0","0.1","0.1","0.4","0.5","0.5","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","NBMVTJ"
"25","25","","2018-08-01 14:31:23.910949","44","m","3","3","2","5","5","5","5","2","5","2","2","5","95","50","NA","NA","NA","5.0","2.75","3.88","0.05","0.1","0.95","0.5","0.5","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","O0JM2M"
"26","26","","2018-08-01 14:42:18.991900","44","m","4","2","1","5","5","5","6","4","4","3","2","3","98","2","NA","NA","NA","5.25","3.25","4.25","0.03","0.1","0.98","0.5","0.02","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","QY3M8U"
"27","27","","2018-08-01 14:44:41.895398","39","m","4","3","1","5","6","6","6","6","6","1","1","1","1","1","NA","NA","NA","5.75","3.5","4.63","0.01","0.1","0.01","0.5","0.01","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","YNOCWI"
"28","28","751ab9fb1b645238","2018-08-01 14:48:48.619967","35","f","2","2","1","2","2","2","2","4","3","4","3","5","75","20","NA","NA","NA","2.0","3.5","2.75","0.05","0.1","0.75","0.5","0.2","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","NP5GPI"
"29","29","178b4b64a4f6b3d1","2018-08-01 14:51:09.796770","28","m","4","3","3","5","4","6","5","5","5","6","3","20","25","30","NA","NA","NA","5.0","4.75","4.88","0.2","0.1","0.25","0.5","0.3","0.27","0.171","0.25","probability","2","0","0.164943898279884","25","NA","OEIX4K"
"30","30","","2018-08-01 14:53:22.568480","30","f","4","3","3","4","5","4","4","3","4","5","2","15","20","30","NA","NA","NA","4.25","3.5","3.88","0.15","0.1","0.2","0.5","0.3","0.27","0.171","0.2","probability","2","0","0.0680338852718273","20","NA","HCTOEL"
"31","31","a413dd82051797d1","2018-08-01 14:56:35.548581","28","m","4","4","2","4","5","5","5","5","3","5","3","11","25","43","NA","NA","NA","4.75","4.0","4.38","0.11","0.1","0.25","0.5","0.43","0.27","0.171","0.75","probability","2","0","0.642065152999546","75","NA","RA55CE"
"32","30","","2018-08-01 14:56:43.201584","44","f","2","5","3","3","5","4","2","5","5","2","1","10","10","75","NA","NA","NA","3.5","3.25","3.38","0.1","0.1","0.1","0.5","0.75","0.27","0.171","0.3","probability","2","0","0.244125144327509","30","NA","GX32CJ"
"33","33","","2018-08-01 15:15:50.260982","33","f","3","3","1","6","6","6","6","6","1","6","3","25","15","25","NA","NA","NA","6.0","4.0","5.0","0.25","0.1","0.15","0.5","0.25","0.27","0.171","0.95","probability","2","0","0.744727494896694","95","NA","9FBSHO"
"34","33","","2018-08-01 15:16:08.941932","38","f","4","1","1","2","3","4","4","4","4","2","2","30","40","45","NA","NA","NA","3.25","3.0","3.13","0.3","0.1","0.4","0.5","0.45","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","58R7Q9"
"35","33","","2018-08-01 15:18:04.246386","56","m","3","2","1","1","1","1","1","5","3","5","3","15","1","98","NA","NA","NA","1.0","4.0","2.5","0.15","0.1","0.01","0.5","0.98","0.27","0.171","0.04","probability","2","0","0.630936119064191","4","NA","ZY4AFO"
"36","36","","2018-08-01 15:30:39.834713","32","f","4","2","2","3","3","5","5","4","5","2","2","10","85","27","NA","NA","NA","4.0","3.25","3.63","0.1","0.1","0.85","0.5","0.27","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","T041DB"
"37","37","","2018-08-01 15:43:20.204092","35","f","3","3","3","4","4","5","5","5","4","4","1","02","02","02","NA","NA","NA","4.5","3.5","4.0","0.02","0.1","0.02","0.5","0.02","0.27","0.171","0.02","probability","2","0","0.931966114728173","2","NA","OQ5DU2"
"38","37","","2018-08-01 15:48:46.051980","31","f","3","4","1","5","4","2","4","6","1","1","2","10","100","50","NA","NA","NA","3.75","2.5","3.13","0.1","0.1","1.0","0.5","0.5","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","VRMZZL"
"39","39","","2018-08-01 15:54:24.352597","47","f","3","3","1","4","4","5","5","3","5","2","3","3","98","2","NA","NA","NA","4.5","3.25","3.88","0.03","0.1","0.98","0.5","0.02","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","EG9ZRU"
"40","40","123df5955eb0903c","2018-08-01 16:11:25.244116","27","m","4","2","1","3","6","4","6","4","6","3","4","41","56","12","NA","NA","NA","4.75","4.25","4.5","0.41","0.1","0.56","0.5","0.12","0.27","0.171","0.87","probability","2","0","0.706523142226465","87","NA","4QXAYN"
"41","41","","2018-08-01 16:28:17.302492","29","f","3","3","2","5","3","6","4","6","4","6","3","10","25","45","NA","NA","NA","4.5","4.75","4.63","0.1","0.1","0.25","0.5","0.45","0.27","0.171","0.25","probability","2","0","0.164943898279884","25","NA","S76I2M"
"42","41","","2018-08-01 16:30:26.589896","40","f","4","4","3","4","4","5","4","5","6","2","1","60","20","70","NA","NA","NA","4.25","3.5","3.88","0.6","0.1","0.2","0.5","0.7","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","ZFC5BC"
"43","43","","2018-08-01 16:34:57.015832","41","m","3","2","1","4","4","5","5","5","5","2","2","5","90","10","NA","NA","NA","4.5","3.5","4.0","0.05","0.1","0.9","0.5","0.1","0.27","0.171","0.85","probability","2","0","0.696422815322139","85","NA","SMOCTH"
"44","44","","2018-08-01 16:38:39.623028","21","m","3","3","3","4","2","4","3","4","3","4","3","13","26","26","NA","NA","NA","3.25","3.5","3.38","0.13","0.1","0.26","0.5","0.26","0.27","0.171","0.56","probability","2","0","0.515191916614047","56","NA","1VDXKW"
"45","45","47f367a5f0b5da9c","2018-08-01 16:47:15.220323","28","f","3","2","2","2","6","6","6","6","4","1","2","27","27","27","NA","NA","NA","5.0","3.25","4.13","0.27","0.1","0.27","0.5","0.27","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","Y47H7O"
"46","46","","2018-08-01 16:50:41.432913","33","f","3","3","1","4","5","6","6","6","6","1","1","5","5","60","NA","NA","NA","5.25","3.5","4.38","0.05","0.1","0.05","0.5","0.6","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","WUC4EQ"
"47","47","null","2018-08-01 16:57:28.558140","48","m","3","3","1","4","4","4","4","3","2","2","3","15","80","80","NA","NA","NA","4.0","2.5","3.25","0.15","0.1","0.8","0.5","0.8","0.27","0.171","0.35","probability","2","0","0.311071933958122","35","NA","ULGZ4U"
"48","47","","2018-08-01 16:58:10.358275","39","m","3","5","2","5","5","5","5","6","6","6","2","27","27","27","NA","NA","NA","5.0","5.0","5.0","0.27","0.1","0.27","0.5","0.27","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","7LXA4B"
"49","47","","2018-08-01 16:58:13.985961","57","f","2","5","3","5","2","6","6","3","1","6","2","19","100","35","NA","NA","NA","4.75","3.0","3.88","0.19","0.1","1.0","0.5","0.35","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","JVBOPK"
"50","50","","2018-08-01 17:02:15.280934","44","f","2","2","3","5","4","6","5","5","3","5","1","60","40","80","NA","NA","NA","5.0","3.5","4.25","0.6","0.1","0.4","0.5","0.8","0.27","0.171","0.54","probability","2","0","0.499397649430815","54","NA","Y2W962"
"51","50","","2018-08-01 17:03:24.391547","42","f","2","3","2","4","4","4","5","5","6","1","1","25","90","10","NA","NA","NA","4.25","3.25","3.75","0.25","0.1","0.9","0.5","0.1","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","QLL77D"
"52","52","1896aa6b82fe211e","2018-08-01 17:52:01.702956","31","m","3","2","2","5","3","5","2","3","4","2","3","3","5","2","NA","NA","NA","3.75","3.0","3.38","0.03","0.1","0.05","0.5","0.02","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","DZWC25"
"53","53","","2018-08-01 18:03:34.522525","26","m","3","3","5","5","5","5","6","5","3","5","2","30","5","5","NA","NA","NA","5.25","3.75","4.5","0.3","0.1","0.05","0.5","0.05","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","1QXLBQ"
"54","54","","2018-08-01 18:09:19.163330","27","f","3","3","1","3","3","4","3","3","3","3","4","10","15","10","NA","NA","NA","3.25","3.25","3.25","0.1","0.1","0.15","0.5","0.1","0.27","0.171","0.68","probability","2","0","0.599512802314082","68","NA","W8OUFU"
"55","55","","2018-08-01 18:11:26.164001","21","f","3","5","2","5","6","6","5","6","4","2","2","8","30","70","NA","NA","NA","5.5","3.5","4.5","0.08","0.1","0.3","0.5","0.7","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","2G7WVC"
"56","56","","2018-08-01 18:21:18.876011","46","m","4","4","4","5","5","5","5","5","5","2","2","1","95","90","NA","NA","NA","5.0","3.5","4.25","0.01","0.1","0.95","0.5","0.9","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","T391CC"
"57","57","","2018-08-01 18:39:03.402914","24","f","3","4","1","4","5","6","6","5","4","1","1","5","5","80","NA","NA","NA","5.25","2.75","4.0","0.05","0.1","0.05","0.5","0.8","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","B59XF2"
"58","58","","2018-08-01 19:01:59.893669","35","m","4","3","2","2","3","4","4","2","6","1","1","5","2","40","NA","NA","NA","3.25","2.5","2.88","0.05","0.1","0.02","0.5","0.4","0.27","0.171","0.3","probability","2","0","0.244125144327509","30","NA","6BBF88"
"59","58","","2018-08-01 19:02:38.108807","38","f","4","2","2","2","2","4","4","5","2","1","3","1","10","10","NA","NA","NA","3.0","2.75","2.88","0.01","0.1","0.1","0.5","0.1","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","L5G9CT"
"60","58","","2018-08-01 19:02:44.386793","33","f","3","2","1","1","1","1","3","4","1","3","2","2","5","20","NA","NA","NA","1.5","2.5","2.0","0.02","0.1","0.05","0.5","0.2","0.27","0.171","0.6","probability","2","0","0.54515513999149","60","NA","HDRG35"
"61","61","","2018-08-01 19:17:15.842730","49","m","4","1","1","3","4","3","5","5","6","1","1","60","25","50","NA","NA","NA","3.75","3.25","3.5","0.6","0.1","0.25","0.5","0.5","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","JMA13C"
"62","61","","2018-08-01 19:20:11.937711","28","f","3","3","2","1","3","3","3","6","4","6","2","15","5","95","NA","NA","NA","2.5","4.5","3.5","0.15","0.1","0.05","0.5","0.95","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","3CECX9"
"63","63","","2018-08-01 19:25:02.272238","37","m","3","3","1","4","4","4","4","5","2","5","3","10","10","50","NA","NA","NA","4.0","3.75","3.88","0.1","0.1","0.1","0.5","0.5","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","D8T1YD"
"64","64","","2018-08-01 19:32:42.283259","41","f","4","2","3","4","5","6","6","6","6","1","1","2","100","50","NA","NA","NA","5.25","3.5","4.38","0.02","0.1","1.0","0.5","0.5","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","MYJD97"
"65","65","","2018-08-01 20:02:50.688861","25","f","3","4","3","5","5","5","5","4","5","2","2","20","30","20","NA","NA","NA","5.0","3.25","4.13","0.2","0.1","0.3","0.5","0.2","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","3UO3KR"
"66","66","","2018-08-01 20:21:14.823525","29","m","2","4","1","4","4","4","5","1","6","1","2","15","1","5","NA","NA","NA","4.25","2.5","3.38","0.15","0.1","0.01","0.5","0.05","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","4MOBBL"
"67","67","","2018-08-01 20:28:37.534720","23","f","3","3","3","4","4","5","4","5","5","2","1","5","5","95","NA","NA","NA","4.25","3.25","3.75","0.05","0.1","0.05","0.5","0.95","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","KD1SUC"
"68","67","a48587489a0ebe15","2018-08-01 20:32:21.733888","28","f","3","2","2","4","4","5","5","5","5","2","3","20","90","90","NA","NA","NA","4.5","3.75","4.13","0.2","0.1","0.9","0.5","0.9","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","ZXGH0X"
"69","68","","2018-08-01 20:32:22.803111","18","f","2","2","1","6","6","6","6","5","6","1","1","23","95","15","NA","NA","NA","6.0","3.25","4.63","0.23","0.1","0.95","0.5","0.15","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","KS9QIJ"
"70","70","","2018-08-01 20:45:03.323212","47","m","2","3","1","3","5","6","5","1","2","4","3","25","95","76","NA","NA","NA","4.75","2.5","3.63","0.25","0.1","0.95","0.5","0.76","0.27","0.171","0.6","probability","2","0","0.54515513999149","60","NA","IXHMHO"
"71","71","","2018-08-01 20:48:57.302191","26","m","3","3","2","2","3","3","5","5","5","2","2","10","50","75","NA","NA","NA","3.25","3.5","3.38","0.1","0.1","0.5","0.5","0.75","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","ZF3IEC"
"72","72","","2018-08-01 20:58:46.725763","36","f","3","3","2","5","5","6","6","6","6","1","1","5","90","10","NA","NA","NA","5.5","3.5","4.5","0.05","0.1","0.9","0.5","0.1","0.27","0.171","0.73","probability","2","0","0.630326749728302","73","NA","T1ENRX"
"73","73","","2018-08-01 22:42:33.729662","43","m","3","2","2","3","5","6","5","5","5","1","1","27","27","27","NA","NA","NA","4.75","3.0","3.88","0.27","0.1","0.27","0.5","0.27","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","BVP21A"
"74","74","","2018-08-01 22:50:19.538965","39","f","4","2","3","6","5","5","3","6","4","5","2","50","76","69","NA","NA","NA","4.75","4.25","4.5","0.5","0.1","0.76","0.5","0.69","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","F1IBA3"
"75","75","","2018-08-01 23:12:28.110163","30","f","4","3","2","5","3","6","6","6","1","4","2","15","13","5","NA","NA","NA","5.0","3.25","4.13","0.15","0.1","0.13","0.5","0.05","0.27","0.171","0.25","probability","2","0","0.164943898279884","25","NA","RQS8SV"
"76","76","","2018-08-01 23:39:43.201519","33","m","2","3","1","2","3","4","5","5","5","2","2","27","27","27","NA","NA","NA","3.5","3.5","3.5","0.27","0.1","0.27","0.5","0.27","0.27","0.171","0.27","probability","2","0","0.198367653766833","27","NA","58QHFH"
"77","77","","2018-08-02 01:12:51.695930","31","m","3","3","2","3","5","4","5","5","5","2","2","2","02","27","NA","NA","NA","4.25","3.5","3.88","0.02","0.1","0.02","0.5","0.27","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","83D6F4"
"78","78","ae7d9d70a83cdd7e","2018-08-02 02:30:04.575608","29","m","3","3","3","6","6","6","5","6","6","5","1","1","5","50","NA","NA","NA","5.75","4.5","5.13","0.01","0.1","0.05","0.5","0.5","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","T7LQ89"
"79","79","","2018-08-02 02:46:27.526843","58","f","2","2","1","1","2","3","6","1","5","2","3","27","27","27","NA","NA","NA","3.0","2.75","2.88","0.27","0.1","0.27","0.5","0.27","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","MNAFFF"
"80","80","","2018-08-02 03:41:24.758555","34","f","3","5","2","5","5","5","4","3","2","2","2","10","73","5","NA","NA","NA","4.75","2.25","3.5","0.1","0.1","0.73","0.5","0.05","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","EJNUQZ"
"81","81","null","2018-08-02 03:57:24.849542","24","m","3","4","4","6","4","6","5","5","3","3","2","1","1","1","NA","NA","NA","5.25","3.25","4.25","0.01","0.1","0.01","0.5","0.01","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","SMQ4J1"
"82","82","9fdf5fc240648c09","2018-08-02 04:07:07.484647","29","f","2","4","3","5","5","5","6","5","5","5","1","40","45","55","NA","NA","NA","5.25","4.0","4.63","0.4","0.1","0.45","0.5","0.55","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","QKRXMF"
"83","83","","2018-08-02 04:20:49.335856","26","f","4","3","2","3","5","5","5","6","4","5","1","25","25","25","NA","NA","NA","4.5","4.0","4.25","0.25","0.1","0.25","0.5","0.25","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","KT7PRZ"
"84","84","null","2018-08-02 04:34:37.079925","35","m","2","2","1","1","3","5","6","3","6","1","2","27","73","30","NA","NA","NA","3.75","3.0","3.38","0.27","0.1","0.73","0.5","0.3","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","IOTQ8T"
"85","85","null","2018-08-02 04:58:05.813339","19","f","2","2","1","2","3","1","2","5","2","1","3","30","95","40","NA","NA","NA","2.0","2.75","2.38","0.3","0.1","0.95","0.5","0.4","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","EGP9O3"
"86","85","59eef1091b02f325","2018-08-02 04:59:49.665856","21","f","3","3","4","5","5","4","6","6","1","5","3","60","20","10","NA","NA","NA","5.0","3.75","4.38","0.6","0.1","0.2","0.5","0.1","0.27","0.171","0.2","probability","2","0","0.0680338852718273","20","NA","QAOMSG"
"87","87","f73683389326ad5c","2018-08-02 05:35:22.422723","33","m","4","5","5","5","6","5","6","6","6","5","1","27","100","28","NA","NA","NA","5.5","4.5","5.0","0.27","0.1","1.0","0.5","0.28","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","TTP21A"
"88","88","","2018-08-02 05:56:33.351612","39","f","4","4","3","4","5","6","6","6","2","2","1","30","73","40","NA","NA","NA","5.25","2.75","4.0","0.3","0.1","0.73","0.5","0.4","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","WYA2LE"
"89","89","","2018-08-02 06:04:00.902947","48","f","4","2","1","2","3","3","4","1","5","2","3","18","56","40","NA","NA","NA","3.0","2.75","2.88","0.18","0.1","0.56","0.5","0.4","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","SNUDPH"
"90","90","","2018-08-02 06:11:56.340573","34","m","3","5","1","5","5","6","6","6","5","2","2","5","5","10","NA","NA","NA","5.5","3.75","4.63","0.05","0.1","0.05","0.5","0.1","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","XWWX0X"
"91","91","","2018-08-02 06:21:20.478838","30","f","3","2","2","6","6","6","6","6","6","1","1","27","27","27","NA","NA","NA","6.0","3.5","4.75","0.27","0.1","0.27","0.5","0.27","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","V5VB2J"
"92","91","","2018-08-02 06:22:24.722058","32","m","3","3","1","3","4","5","5","2","5","5","2","7","86","90","NA","NA","NA","4.25","3.5","3.88","0.07","0.1","0.86","0.5","0.9","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","MFPZJA"
"93","93","","2018-08-02 06:50:01.741988","27","f","3","3","4","6","5","6","5","6","5","6","1","54","61","87","NA","NA","NA","5.5","4.5","5.0","0.54","0.1","0.61","0.5","0.87","0.27","0.171","0.98","probability","2","0","0.758229965300341","98","NA","DLHYIT"
"94","94","00b49438d9d360b2","2018-08-02 07:07:37.295819","25","f","3","2","2","3","3","3","3","4","3","3","3","25","20","20","NA","NA","NA","3.0","3.25","3.13","0.25","0.1","0.2","0.5","0.2","0.27","0.171","0.25","probability","2","0","0.164943898279884","25","NA","7I85W2"
"95","94","c104a1fd5e038159","2018-08-02 07:08:03.003188","25","f","4","5","5","5","5","5","5","5","5","4","1","4","4","2","NA","NA","NA","5.0","3.75","4.38","0.04","0.1","0.04","0.5","0.02","0.27","0.171","0.03","probability","2","0","0.755874855672491","3","NA","IJ6O82"
"96","94","null","2018-08-02 07:08:18.854368","25","f","3","3","2","4","5","5","5","5","5","4","3","27","25","30","NA","NA","NA","4.75","4.25","4.5","0.27","0.1","0.25","0.5","0.3","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","9VNPQZ"
"97","97","5c8f78913518a011","2018-08-02 07:14:06.131468","25","f","3","4","5","5","6","5","6","5","5","5","2","70","82","65","NA","NA","NA","5.5","4.25","4.88","0.7","0.1","0.82","0.5","0.65","0.27","0.171","0.6","probability","2","0","0.54515513999149","60","NA","A4QW57"
"98","97","becc0b26ccad33a7","2018-08-02 07:14:56.917280","25","f","4","1","2","6","6","6","6","6","6","6","2","18","16","14","NA","NA","NA","6.0","5.0","5.5","0.18","0.1","0.16","0.5","0.14","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","LY144N"
"99","99","0d016df2394f30e7","2018-08-02 07:19:24.267561","21","f","4","3","3","5","5","4","5","5","5","4","2","95","85","75","NA","NA","NA","4.75","4.0","4.38","0.95","0.1","0.85","0.5","0.75","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","BJQUWO"
