"id","PID","ucivit_id","date/time","age","gender","education","alarm","fire","fractions","percent","tip","shirt","newspaper","prob1","prob2","howoften","input1","input2","input3","input4","input5","input6","sub_n1","sub_n2","numeracy","baserate","baserate_avg","true_positive","true_positive_avg","false_alarm","false_alarm_avg","correct_answer","given_answer","numerical_format","condition","correctness","bias_error","answer1","answer2","amazon_codex"
"11","11","","2018-07-27 19:04:16.978457","68","f","2","4","1","5","5","6","6","4","2","2","2","1","27","1","27","0","27","5.5","2.5","4.0","0.037","0.1","0.037","0.5","0.0","0.27","0.171","0.1","frequency","1","0","0.232996110392154","100","1000","BOI8ES"
"12","12","","2018-07-27 19:11:31.979394","29","f","4","4","1","4","5","4","5","5","4","2","2","2","100","99","100","10","100","4.5","3.25","3.88","0.02","0.1","0.99","0.5","0.1","0.27","0.171","0.17","frequency","1","1","0.00254718901387993","50","293","6RN4KK"
"13","13","","2018-07-27 19:58:22.616182","59","f","2","2","2","5","5","5","5","4","5","2","2","2","100","4","100","12","100","5.0","3.25","4.13","0.02","0.1","0.04","0.5","0.12","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","K1ZAHD"
"14","14","","2018-07-27 21:30:41.934997","30","f","3","3","1","2","5","6","5","6","6","1","2","27","1000","10","1000","10","2500","4.5","3.75","4.13","0.027","0.1","0.01","0.5","0.004","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","ZBCTB3"
"15","15","","2018-07-27 21:54:47.958364","47","f","2","2","1","2","2","2","2","1","1","1","3","1","100","50","75","25","90","2.0","1.5","1.75","0.01","0.1","0.667","0.5","0.278","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","ONEPV4"
"16","16","","2018-07-27 23:15:39.637569","29","f","2","4","2","6","6","6","6","6","6","5","1","30","100","15","100","60","100","6.0","4.5","5.25","0.3","0.1","0.15","0.5","0.6","0.27","0.171","0.4","frequency","1","0","0.369063880935808","40","100","DHAAET"
"17","16","","2018-07-27 23:20:04.098459","32","f","3","3","4","4","5","6","6","5","6","5","1","7","10","99","100","30","100","5.25","4.25","4.75","0.7","0.1","0.99","0.5","0.3","0.27","0.171","0.75","frequency","1","0","0.642065152999546","3","4","HM2NDU"
"18","18","","2018-07-27 23:34:31.705295","41","f","2","2","1","4","4","3","6","5","4","3","2","1","500","1","2","1","250","4.25","3.5","3.88","0.002","0.1","0.5","0.5","0.004","0.27","0.171","0.5","frequency","1","0","0.465973893943865","1","2","ENKY06"
"19","19","null","2018-07-27 23:53:13.337368","21","f","2","4","1","2","5","4","6","4","5","2","2","1","100","90","100","1","200","4.25","3.25","3.75","0.01","0.1","0.9","0.5","0.005","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","BXIJOK"
"20","20","99413dc2cf52e503","2018-07-27 23:59:30.349550","25","m","2","3","3","2","5","1","4","1","2","2","6","5","10","5","10","5","10","3.0","2.75","2.88","0.5","0.1","0.5","0.5","0.5","0.27","0.171","0.1","frequency","1","0","0.232996110392154","10","100","PHQIUH"
"21","20","","2018-07-28 00:00:00.188958","31","m","3","3","2","2","5","5","5","6","6","1","1","1","500","1","50","1","50","4.25","3.5","3.88","0.002","0.1","0.02","0.5","0.02","0.27","0.171","0.1","frequency","1","0","0.232996110392154","1","10","AXTH9B"
"22","20","","2018-07-28 00:00:00.547859","31","m","3","3","2","2","5","5","5","6","6","1","1","1","500","1","50","1","50","4.25","3.5","3.88","0.002","0.1","0.02","0.5","0.02","0.27","0.171","0.1","frequency","1","0","0.232996110392154","1","10","XZ9V4Y"
"23","23","1cdd768edf6a100b","2018-07-28 00:11:31.637098","32","f","2","3","3","2","2","3","4","3","3","1","1","5","10","5","10","5","10","2.75","2.0","2.38","0.5","0.1","0.5","0.5","0.5","0.27","0.171","0.5","frequency","1","0","0.465973893943865","5","10","CDX4DW"
"24","24","","2018-07-28 01:22:03.614470","51","f","4","4","1","2","5","4","4","6","6","6","2","1","1000","8","10","9","10","3.75","5.0","4.38","0.001","0.1","0.8","0.5","0.9","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","19A9M4"
"25","25","","2018-07-28 01:52:43.510633","30","f","4","3","3","5","5","5","6","5","5","4","2","5","100","90","100","70","100","5.25","4.0","4.63","0.05","0.1","0.9","0.5","0.7","0.27","0.171","0.1","frequency","1","0","0.232996110392154","1","10","RTV1F9"
"26","26","7d085d8285a25526","2018-07-28 02:20:25.872618","30","f","3","3","3","3","3","3","5","3","3","5","4","1","4000","1","3","1","100","3.5","3.75","3.63","0.0","0.1","0.333","0.5","0.01","0.27","0.171","0.1","frequency","1","0","0.232996110392154","1","10","XXR8GA"
"27","27","","2018-07-28 03:27:56.690235","31","m","3","1","1","4","5","5","6","5","6","3","1","1","10000","1","50","49","50","5.0","3.75","4.38","0.0","0.1","0.02","0.5","0.98","0.27","0.171","0.17","frequency","1","1","0.00254718901387993","50","293","UPLOKL"
"28","28","","2018-07-28 05:27:28.079924","48","f","2","1","1","4","5","6","6","4","6","1","2","1","5000","1","200","99","100","5.25","3.25","4.25","0.0","0.1","0.005","0.5","0.99","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","TTOSRE"
"29","29","d1ea8e25652bce1c","2018-07-28 06:03:07.920976","19","m","3","5","5","5","6","5","6","5","5","5","2","180","200","190","200","195","200","5.5","4.25","4.88","0.9","0.1","0.95","0.5","0.975","0.27","0.171","0.97","frequency","1","0","0.753775623874091","195","200","Z9NQVN"
"30","30","","2018-07-28 07:08:54.089067","27","m","2","4","5","5","4","5","4","5","4","4","2","49","50","49","50","49","50","4.5","3.75","4.13","0.98","0.1","0.98","0.5","0.98","0.27","0.171","0.9","frequency","1","0","0.721246399047171","45","50","EGTRQK"
"31","31","","2018-07-28 07:57:46.511430","55","f","3","3","2","4","4","6","6","5","5","2","2","1","100","1","25","1","10","5.0","3.5","4.25","0.01","0.1","0.04","0.5","0.1","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","2DZ5W4"
"32","31","","2018-07-28 08:05:14.200625","43","f","4","2","1","4","4","4","4","5","5","2","2","2","100","90","100","20","100","4.0","3.5","3.75","0.02","0.1","0.9","0.5","0.2","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","YKRW5H"
"33","33","","2018-07-28 08:57:23.567793","27","m","3","2","5","3","4","2","3","4","4","3","3","35","100","15","100","10","100","3.0","3.5","3.25","0.35","0.1","0.15","0.5","0.1","0.27","0.171","0.25","frequency","1","0","0.164943898279884","25","100","MUH7CK"
"34","34","","2018-07-28 09:08:55.827784","21","f","3","3","3","5","5","6","5","5","2","6","3","6","10","3","10","2","10","5.25","4.0","4.63","0.6","0.1","0.3","0.5","0.2","0.27","0.171","0.8","frequency","1","0","0.67009387659979","8","10","G2N5WN"
"35","35","b0490bc91ab27ad8","2018-07-28 09:50:11.260095","33","m","2","3","1","2","2","2","4","4","1","2","3","1","100","90","100","90","100","2.5","2.5","2.5","0.01","0.1","0.9","0.5","0.9","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","34F1RZ"
"36","36","00b49438d9d360b2","2018-07-28 11:14:44.374686","24","f","1","2","2","3","3","4","3","4","3","3","2","1","1","2","4","3","4","3.25","3.0","3.13","1.0","0.1","0.5","0.5","0.75","0.27","0.171","1.0","frequency","1","0","0.767003889607846","1","1","4LCWCO"
"37","36","c104a1fd5e038159","2018-07-28 11:15:45.582439","25","f","4","4","3","4","4","4","4","4","3","2","2","3","4","3","5","1","6","4.0","2.75","3.38","0.75","0.1","0.6","0.5","0.167","0.27","0.171","1.0","frequency","1","0","0.767003889607846","16","16","S4AG1U"
"38","37","","2018-07-28 11:17:13.004956","21","f","2","5","4","6","6","6","6","6","6","6","1","1","1","0","1","0","1","6.0","4.75","5.38","1.0","0.1","0.0","0.5","0.0","0.27","0.171","1.0","frequency","1","0","0.767003889607846","50","50","S4K82B"
"39","37","004a1862e4fdcf6e","2018-07-28 11:17:55.567971","21","f","3","3","4","5","6","5","6","5","6","5","1","1","1","1","1","1","1","5.5","4.25","4.88","1.0","0.1","1.0","0.5","1.0","0.27","0.171","1.0","frequency","1","0","0.767003889607846","1","1","U5NAVZ"
"40","37","","2018-07-28 11:18:07.756744","26","f","3","4","4","4","4","5","5","5","4","5","2","0","1","1","1","1","3","4.5","4.0","4.25","0.0","0.1","1.0","0.5","0.333","0.27","0.171","1.0","frequency","1","0","0.767003889607846","50","50","9BKDPG"
"41","41","","2018-07-28 13:20:54.923272","27","m","3","1","1","2","2","2","2","3","3","3","4","4","5","1","5","5","5","2.0","3.25","2.63","0.8","0.1","0.2","0.5","1.0","0.27","0.171","0.8","frequency","1","0","0.67009387659979","4","5","HVKK2S"
"42","42","","2018-07-28 14:03:56.403739","35","f","4","1","1","5","4","5","5","5","5","4","1","1","2","1","2","2","3","4.75","3.75","4.25","0.5","0.1","0.5","0.5","0.667","0.27","0.171","1.0","frequency","1","0","0.767003889607846","2","2","H9SYV2"
"43","43","c131c5d4fa86fd74","2018-07-28 15:01:40.637485","43","m","3","2","1","5","5","5","5","6","6","1","1","10","1000","10","1000","10","1000","5.0","3.5","4.25","0.01","0.1","0.01","0.5","0.01","0.27","0.171","0.1","frequency","1","0","0.232996110392154","100","1000","YCEI3D"
"44","44","41a4462606842c2b","2018-07-28 15:39:36.085717","33","f","4","3","3","4","4","4","3","4","4","4","3","3","10","3","10","3","10","3.75","3.75","3.75","0.3","0.1","0.3","0.5","0.3","0.27","0.171","0.5","frequency","1","0","0.465973893943865","5","10","MRP7X2"
"45","45","","2018-07-28 16:18:13.823001","41","f","2","2","2","2","2","4","6","5","4","5","3","22","27","27","27","19","27","3.5","4.25","3.88","0.815","0.1","1.0","0.5","0.704","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","SUV9DZ"
"46","46","","2018-07-28 16:30:34.767539","35","f","4","1","1","2","2","1","4","2","3","6","4","4","10","2","10","5","10","2.25","3.75","3.0","0.4","0.1","0.2","0.5","0.5","0.27","0.171","0.91","frequency","1","0","0.72604528192894","10","11","NWFILC"
"47","47","","2018-07-28 17:39:44.832819","22","m","3","3","2","5","5","6","6","5","4","5","1","1","50","1","10","1","2","5.5","3.75","4.63","0.02","0.1","0.1","0.5","0.5","0.27","0.171","0.5","frequency","1","0","0.465973893943865","1","2","72IBOI"
"48","48","","2018-07-28 17:56:22.926897","28","m","4","4","4","5","6","5","5","3","4","2","2","10","10","10","10","10","10","5.25","2.75","4.0","1.0","0.1","1.0","0.5","1.0","0.27","0.171","0.67","frequency","1","0","0.593078692308672","10","15","XARCG6"
"49","49","null","2018-07-28 18:01:59.062283","28","m","3","3","1","6","6","6","6","6","4","1","1","20","100","90","100","40","100","6.0","3.0","4.5","0.2","0.1","0.9","0.5","0.4","0.27","0.171","0.17","frequency","1","1","0.00254718901387993","50","293","MSDGH0"
"50","50","","2018-07-28 20:32:04.153515","29","f","2","3","2","3","5","5","5","5","5","5","1","750","1000","300","1000","500","1000","4.5","4.0","4.25","0.75","0.1","0.3","0.5","0.5","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","RJ30JH"
"51","51","","2018-07-28 20:39:09.838557","56","f","3","2","2","2","2","2","3","4","3","1","4","2","100","49","100","5","50","2.25","3.0","2.63","0.02","0.1","0.49","0.5","0.1","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","15THOE"
"52","52","","2018-07-28 20:57:32.162045","28","f","3","3","2","4","4","3","6","5","5","5","2","30","100","100","100","40","100","4.25","4.25","4.25","0.3","0.1","1.0","0.5","0.4","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","KPXGZL"
"53","53","","2018-07-28 21:36:44.078310","39","m","2","3","1","5","6","5","6","6","6","5","1","1","27","10","10","99","100","5.5","4.5","5.0","0.037","0.1","1.0","0.5","0.99","0.27","0.171","0.1","frequency","1","0","0.232996110392154","100","1000","JI9DER"
"54","53","","2018-07-28 21:41:02.997659","21","m","2","2","2","5","4","5","4","4","6","1","2","3","10","6","10","7","10","4.5","3.25","3.88","0.3","0.1","0.6","0.5","0.7","0.27","0.171","0.15","frequency","1","0","0.0569048513364726","150","1000","KVFFYD"
"55","55","6a7faa077b341056","2018-07-28 21:53:31.983817","47","m","4","3","1","6","6","6","6","6","6","1","1","1","100","1","100","5","100","6.0","3.5","4.75","0.01","0.1","0.01","0.5","0.05","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","1YHYL0"
"56","56","","2018-07-28 22:54:05.792705","36","f","3","3","1","4","5","6","6","5","2","5","3","1","100","1","100","1","100","5.25","3.75","4.5","0.01","0.1","0.01","0.5","0.01","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","RS5ETR"
"57","57","","2018-07-28 23:43:26.842944","42","f","3","5","2","5","5","6","4","5","3","4","2","1","50","5","10","1","5","5.0","3.5","4.25","0.02","0.1","0.5","0.5","0.2","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","3YT1O1"
"58","58","","2018-07-29 00:56:48.805906","27","f","2","3","2","4","4","5","5","5","4","2","2","1","50","9","10","7","10","4.5","3.25","3.88","0.02","0.1","0.9","0.5","0.7","0.27","0.171","0.13","frequency","1","0","0.119052758085317","1","8","UKKBPE"
"59","59","","2018-07-29 02:22:54.227942","23","f","2","3","2","3","4","5","5","4","4","4","2","3","5","3","5","2","5","4.25","3.5","3.88","0.6","0.1","0.6","0.5","0.4","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","JB7S2J"
"60","60","","2018-07-29 03:07:14.240179","31","m","3","3","1","3","4","3","5","4","6","1","1","1","1000","1","5","1","2","3.75","3.0","3.38","0.001","0.1","0.2","0.5","0.5","0.27","0.171","0.33","frequency","1","0","0.285517829485734","1","3","D7J6ZM"
"61","61","","2018-07-29 03:42:19.131190","31","f","4","3","1","2","3","3","4","5","3","2","2","1","5","1","5","4","5","3.0","3.0","3.0","0.2","0.1","0.2","0.5","0.8","0.27","0.171","0.1","frequency","1","0","0.232996110392154","100","1000","L4RAZR"
"62","62","","2018-07-29 05:43:20.417576","54","m","3","2","2","6","6","6","6","6","6","1","1","1","1000","950","1000","800","1000","6.0","3.5","4.75","0.001","0.1","0.95","0.5","0.8","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","N653MA"
"63","63","","2018-07-29 06:02:47.298045","33","f","3","2","2","4","4","2","4","4","6","6","3","1","100","1","100","95","100","3.5","4.75","4.13","0.01","0.1","0.01","0.5","0.95","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","R0YXKW"
"64","64","","2018-07-29 06:40:29.303559","42","f","4","3","2","1","1","1","1","1","1","6","6","2","10","50","100","10","100","1.0","3.5","2.25","0.2","0.1","0.5","0.5","0.1","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","V1MK5O"
"65","65","","2018-07-29 07:21:39.721174","29","m","3","3","3","5","5","2","4","5","4","5","2","235","1000","300","1000","260","1000","4.0","4.0","4.0","0.235","0.1","0.3","0.5","0.26","0.27","0.171","0.15","frequency","1","0","0.0569048513364726","150","1000","DJ8NVJ"
"66","66","","2018-07-29 07:50:05.510321","19","f","3","4","2","4","6","6","6","6","6","6","1","30","70","100","100","20","100","5.5","4.75","5.13","0.429","0.1","1.0","0.5","0.2","0.27","0.171","0.4","frequency","1","0","0.369063880935808","40","100","I4XX2M"
"67","67","3f1e936143ba4b70","2018-07-29 10:06:37.869122","21","m","3","3","4","4","5","4","4","5","4","4","1","5","6","4","5","3","4","4.25","3.5","3.88","0.833","0.1","0.8","0.5","0.75","0.27","0.171","0.91","frequency","1","0","0.72604528192894","10","11","WRNMZH"
"68","68","","2018-07-29 11:20:29.434129","34","m","3","1","1","5","5","5","5","5","5","5","1","20","100","5","100","25","100","5.0","4.0","4.5","0.2","0.1","0.05","0.5","0.25","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","45C9HJ"
"69","69","","2018-07-29 13:09:12.444854","39","f","3","3","3","3","3","5","5","5","5","5","2","1","10000","1","2","1","5","4.0","4.25","4.13","0.0","0.1","0.5","0.5","0.2","0.27","0.171","0.0","frequency","1","0","0.0","1","10000","NJY0DM"
"70","70","","2018-07-29 13:29:28.605205","33","f","3","4","3","5","6","5","6","5","6","2","3","27","100","2","5","3","5","5.5","4.0","4.75","0.27","0.1","0.4","0.5","0.6","0.27","0.171","0.1","frequency","1","0","0.232996110392154","100","1000","51LXKE"
"71","71","","2018-07-29 14:17:57.279110","35","m","4","3","3","6","6","6","6","6","5","4","1","1","100000","1","1","1","10","6.0","4.0","5.0","0.0","0.1","1.0","0.5","0.1","0.27","0.171","0.09","frequency","1","0","0.278753600952829","1","11","KR7KT7"
"72","71","","2018-07-29 14:18:19.452275","47","f","4","3","2","5","5","5","5","5","6","1","1","1","1000","1","25","24","25","5.0","3.25","4.13","0.001","0.1","0.04","0.5","0.96","0.27","0.171","0.1","frequency","1","0","0.232996110392154","1","10","B8HTMQ"
"73","73","","2018-07-29 15:54:25.975732","26","m","3","3","3","5","5","5","5","6","6","5","1","60","100","40","100","50","100","5.0","4.5","4.75","0.6","0.1","0.4","0.5","0.5","0.27","0.171","0.5","frequency","1","0","0.465973893943865","1","2","A3G9U5"
"74","74","64d0bdc418d8f9c8","2018-07-29 17:08:05.097434","25","m","3","3","3","5","5","5","5","5","5","4","1","60","100","75","100","71","100","5.0","3.75","4.38","0.6","0.1","0.75","0.5","0.71","0.27","0.171","0.5","frequency","1","0","0.465973893943865","10","20","L1RQ6M"
"75","75","","2018-07-29 17:15:33.943002","46","f","2","4","1","2","2","4","4","3","1","6","3","20","100","10","100","15","100","3.0","3.25","3.13","0.2","0.1","0.1","0.5","0.15","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","QMFSQI"
"76","76","","2018-07-29 18:14:29.060592","32","f","4","4","5","5","5","5","5","6","6","5","1","4","8","1","3","1","4","5.0","4.5","4.75","0.5","0.1","0.333","0.5","0.25","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","7PJ7XY"
"77","76","","2018-07-29 18:15:48.503079","22","f","2","2","2","1","3","1","4","6","6","1","1","25","100","15","100","50","100","2.25","3.5","2.88","0.25","0.1","0.15","0.5","0.5","0.27","0.171","0.1","frequency","1","0","0.232996110392154","10","100","BJT2YX"
"78","78","","2018-07-29 19:48:32.153184","22","f","2","3","3","4","4","3","3","4","3","2","2","3","3","3","3","3","3","3.5","2.75","3.13","1.0","0.1","1.0","0.5","1.0","0.27","0.171","1.0","frequency","1","0","0.767003889607846","3","3","DPMQJI"
"79","78","","2018-07-29 19:52:19.524662","52","f","2","1","1","1","1","3","3","3","1","6","3","1","100","1","100","5","100","2.0","3.25","2.63","0.01","0.1","0.01","0.5","0.05","0.27","0.171","0.1","frequency","1","0","0.232996110392154","100","1000","W3IG1Z"
"80","80","","2018-07-29 20:02:49.710349","33","m","4","3","1","2","1","3","2","5","5","2","3","1","1000","99","100","95","100","2.0","3.75","2.88","0.001","0.1","0.99","0.5","0.95","0.27","0.171","0.1","frequency","1","0","0.232996110392154","100","1000","THIYMA"
"81","81","0ed38240a8351474","2018-07-29 20:24:59.053176","23","f","3","3","2","3","3","2","4","3","2","2","3","10","30","9","10","5","10","3.0","2.5","2.75","0.333","0.1","0.9","0.5","0.5","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","SGW8GV"
"82","82","","2018-07-29 20:57:24.358289","23","m","3","2","2","5","5","5","5","4","3","3","4","3","10","8","10","6","10","5.0","3.5","4.25","0.3","0.1","0.8","0.5","0.6","0.27","0.171","0.25","frequency","1","0","0.164943898279884","25","100","VQXHP9"
"83","83","","2018-07-29 21:03:57.960541","27","f","3","3","2","6","4","4","6","5","5","1","3","1","100","1","100","9","10","5.0","3.5","4.25","0.01","0.1","0.01","0.5","0.9","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","KSUXHZ"
"84","84","","2018-07-29 21:40:57.174760","30","m","4","3","2","4","4","4","4","5","5","2","2","2","100","1","100","5","100","4.0","3.5","3.75","0.02","0.1","0.01","0.5","0.05","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","3OPBEH"
"85","85","","2018-07-29 23:58:51.973425","41","f","4","2","2","2","2","2","4","2","4","3","4","1","5","5","5","1","5","2.5","3.25","2.88","0.2","0.1","1.0","0.5","0.2","0.27","0.171","0.07","frequency","1","0","0.387898070377897","37","547","RTD923"
"86","86","","2018-07-30 01:10:48.469388","37","f","3","2","1","5","5","5","5","6","6","1","1","20","100","90","100","30","100","5.0","3.5","4.25","0.2","0.1","0.9","0.5","0.3","0.27","0.171","0.17","frequency","1","1","0.00254718901387993","50","293","WQVRFZ"
"87","86","","2018-07-30 01:11:37.462388","34","f","3","1","1","5","5","5","5","4","4","4","2","15","100","75","100","30","100","5.0","3.5","4.25","0.15","0.1","0.75","0.5","0.3","0.27","0.171","0.7","frequency","1","0","0.612101929622103","700","1000","0HKUPF"
"88","86","","2018-07-30 01:11:48.314770","39","f","2","2","2","5","5","3","3","5","2","5","4","1","1000","10","10","1","10","4.0","4.0","4.0","0.001","0.1","1.0","0.5","0.1","0.27","0.171","0.02","frequency","1","0","0.931966114728173","1","50","LZIMRB"
"89","89","","2018-07-30 02:02:27.826319","34","f","3","5","2","3","5","3","6","5","5","1","1","2","10","1","10","9","10","4.25","3.0","3.63","0.2","0.1","0.1","0.5","0.9","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","ADQTK6"
"90","90","","2018-07-30 02:27:41.664512","46","f","4","3","1","5","5","5","5","5","5","5","2","10","1000","2","1000","5","1000","5.0","4.25","4.63","0.01","0.1","0.002","0.5","0.005","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","X19L3N"
"91","91","","2018-07-30 03:26:51.844471","36","f","3","2","2","6","6","6","6","4","5","2","1","1","20","9","10","1","10","6.0","3.0","4.5","0.05","0.1","0.9","0.5","0.1","0.27","0.171","0.17","frequency","1","1","0.00254718901387993","50","293","O6HHJ8"
"92","92","null","2018-07-30 05:40:08.914934","46","m","3","5","3","6","6","6","6","4","4","1","1","1","1000","99","100","1","10000","6.0","2.5","4.25","0.001","0.1","0.99","0.5","0.0","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","DI728X"
"93","93","","2018-07-30 05:54:27.184493","33","m","2","2","1","5","5","6","6","5","5","3","1","3","100","90","100","10","100","5.5","3.5","4.5","0.03","0.1","0.9","0.5","0.1","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","GB8AHX"
"94","94","","2018-07-30 06:08:29.428481","35","f","4","3","2","2","4","4","4","5","6","1","1","1","20","9","10","1","10","3.5","3.25","3.38","0.05","0.1","0.9","0.5","0.1","0.27","0.171","0.05","frequency","1","0","0.534026106056135","1","20","6EEBLW"
"95","94","","2018-07-30 06:12:58.044537","68","m","4","1","1","2","2","2","2","4","3","3","3","1","10","1","10","1","10","2.0","3.25","2.63","0.1","0.1","0.1","0.5","0.1","0.27","0.171","0.1","frequency","1","0","0.232996110392154","1","10","03RBYH"
"96","96","becc0b26ccad33a7","2018-07-30 06:49:13.110694","25","f","3","2","1","6","6","6","6","6","6","5","1","6","10","4","10","5","10","6.0","4.5","5.25","0.6","0.1","0.4","0.5","0.5","0.27","0.171","0.5","frequency","1","0","0.465973893943865","5","10","OQMUBV"
"97","97","","2018-07-30 07:15:42.852177","24","m","3","5","3","6","5","6","5","5","5","5","2","1","10","8","10","9","10","5.5","4.25","4.88","0.1","0.1","0.8","0.5","0.9","0.27","0.171","0.02","frequency","1","0","0.931966114728173","2","100","4G4SC9"
"98","98","4087ab8f5e7ae81c","2018-07-30 07:43:57.499383","25","f","3","2","2","6","5","6","5","6","5","6","1","5","10","3","10","7","10","5.5","4.5","5.0","0.5","0.1","0.3","0.5","0.7","0.27","0.171","1.0","frequency","1","0","0.767003889607846","5","5","KN9Y9F"
"99","99","","2018-07-30 07:53:50.213752","40","m","3","1","2","4","5","5","6","6","1","2","1","25","100","30","100","70","100","5.0","2.5","3.75","0.25","0.1","0.3","0.5","0.7","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","SR8N54"
"100","100","","2018-07-30 09:52:39.549483","50","f","2","3","1","4","4","4","4","4","5","2","2","27","100","27","100","73","100","4.0","3.25","3.63","0.27","0.1","0.27","0.5","0.73","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","0JGT6J"
"101","101","","2018-07-30 11:27:26.175570","27","f","2","2","1","3","5","5","6","3","5","6","2","50","100","90","100","45","100","4.75","4.0","4.38","0.5","0.1","0.9","0.5","0.45","0.27","0.171","0.17","frequency","1","1","0.00254718901387993","50","293","Y9BYW0"
